description;popularity;poster_path;vote_average;vote_count;tmdb_id;movieId;title;year;Adventure;Animation;Children;Comedy;Fantasy;Romance;Drama;Action;Crime;Thriller;Horror;Mystery;Sci-Fi;IMAX;Documentary;War;Musical;Western;Film-Noir;tmdbId;actor1;actor2;actor3;actor4;actor5;director1
During the invasion of Normandy the photograph of a slim Korean man in German uniform was found. It transpired that the man had served as a soldier in the Japanese, Russian and German armies. His incredible story inspired director Kang Je-Gyu to create this epic war drama.;12.316;/3moPqIC1EBFilLI3YJNa5Nfel3e.jpg;8.0;296.0;94047.0;100062.0;My Way (Mai Wei);2011;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;94047.0;Jang Dong-gun;Joe Odagiri;Fan Bingbing;Kim In-kwon;Lee Yeon-hee;Kang Je-kyu
Fifteen directors and an all-star cast created this twisted comedy that follows three teens on the hunt for the world's most banned film.;54.09;/jqEzrpKhc7KMuoHlcAVcYoK7T7O.jpg;4.554;1970.0;87818.0;100083.0;Movie 43;2013;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;87818.0;Emma Stone;Hugh Jackman;Katie Finneran;Kate Winslet;Johnny Knoxville;Griffin Dunne
A journey into the labyrinthine heart of ideology, which shapes and justifies both collective and personal beliefs and practices: with an infectious zeal and voracious appetite for popular culture, Slovenian philosopher and psychoanalyst Slavoj Žižek analyzes several of the most important films in the history of cinema to explain how cinematic narrative helps to reinforce prevailing ethics and political ideas.;5.563;/tGmLQzLuok7qB0xVLv7s6rvUdl3.jpg;7.307;106.0;128190.0;100106.0;Pervert's Guide to Ideology, The;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;128190.0;Slavoj Žižek;no actors;no actors;no actors;no actors;Sophie Fiennes
A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.;47.105;/u1cl4RsdqMjolVVsHwiLRPN1CT2.jpg;5.991;2643.0;119283.0;100108.0;Parker;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;119283.0;Jason Statham;Jennifer Lopez;Nick Nolte;Michael Chiklis;Clifton Collins Jr.;Taylor Hackford
The relationship between a middle-aged man and the elderly woman, who has been the family's helper for sixty years.;6.013;/pL0mtka6FKRtlEX6jM9OteDjlTi.jpg;7.431;131.0;91186.0;100138.0;Simple Life, A (Tao jie);2011;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91186.0;Andy Lau;Deanie Ip;Qin Hailu;Wang Fu-Li;Paul Chun;Ann Hui
JR has broken up with her professor. She enlists her nervous and obnoxious younger brother Colin to take a short road trip in order to help move out her belongings. They bicker and fight, with one another and pretty much anybody they encounter, before being brought to a place of togetherness and understanding as a result of being pushed away by everybody in their lives except one another.;2.841;/vAIq1n0LjePYFLwJlHrGih58bVZ.jpg;6.4;32.0;83125.0;100150.0;Color Wheel, The;2011;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;83125.0;Carlen Altman;Kate Lyn Sheil;Anna Bak-Kvapil;Craig Butta;Keith Poulson;Alex Ross Perry
Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn.;9.025;/eL3POLwfhVeRfPOALFokh9JiUfd.jpg;6.317;408.0;117974.0;100159.0;Sightseers;2012;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;117974.0;Alice Lowe;Steve Oram;Eileen Davies;Roger Michael;Tony Way;Ben Wheatley
After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.;85.731;/j343Rpj3WeNvP0SV80zveve70io.jpg;6.008;6017.0;60304.0;100163.0;Hansel & Gretel: Witch Hunters;2013;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;60304.0;Jeremy Renner;Gemma Arterton;Famke Janssen;Pihla Viitala;Derek Mears;Tommy Wirkola
"Documentary examining what happens to some of the biggest names in the history of the adult entertainment industry after they leave the business and try and live ""normal"" lives.";32.775;/aPerSjt4viv7Ik8OEHL83AbrH6R.jpg;5.705;220.0;109520.0;100169.0;After Porn Ends;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;109520.0;Amber Lynn;Asia Carrera;Mary Carey;Crissy Moran;Raylene;Bryce Wagoner
An unlikely friendship forms between 21 year-old Jane and the elderly Sadie after Jane discovers a hidden stash of money inside an object at Sadie's yard sale.;11.29;/upvSfkiajMmCYiENW9toTBBuQpy.jpg;6.912;125.0;91679.0;100185.0;Starlet;2012;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91679.0;Dree Hemingway;Besedka Johnson;Stella Maeve;James Ransone;Karren Karagulian;Sean Baker
"There's something magical about an Australian accent that seems to make even the most caustic wit come off with good-natured charm. And that delicate blend of deviant behavior and good intentions has skyrocketed Aussie comic Jim Jefferies to international acclaim with critics and fans alike. In this new hour-long special, the man hailed by Q Magazine as ""Britain's most offensive stand-up comedian"" shares fresh tales from his life on the edge, including a menage a trois in Montreal and attending a party where God is on the guest list.";2.915;/ospzpJrBaCorNQlZC6VFBqwwUjk.jpg;7.7;47.0;146837.0;100194.0;Jim Jefferies: Fully Functional (EPIX);2012;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;146837.0;Jim Jefferies;no actors;no actors;no actors;no actors;Jay Karas
Paul Exben is a success story – partner in one of Paris's most exclusive law firms, big salary, big house, glamorous wife and two sons straight out of a Gap catalog. But when he finds out that Sarah, his wife, is cheating on him with Greg Kremer, a local photographer, a rush of blood provokes Paul into a fatal error.;8.388;/7YgPcsjIqEUfpFDNc2DZz15yzs4.jpg;6.345;132.0;51071.0;100238.0;Big Picture, The (L'homme qui voulait vivre sa vie);2010;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51071.0;Romain Duris;Marina Foïs;Catherine Deneuve;Niels Arestrup;Branka Katić;Eric Lartigau
An operative for an elite private intelligence firm finds her priorities irrevocably changed after she is tasked with infiltrating an anarchist group known for executing covert attacks upon major corporations.;9.575;/nGoFIX5WmthZZ3eLBd0QwDSkWNy.jpg;6.529;648.0;87499.0;100244.0;East, The;2013;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;87499.0;Brit Marling;Alexander Skarsgård;Elliot Page;Toby Kebbell;Shiloh Fernandez;Zal Batmanglij
A black and white silent movie, based on the Snow White fairy tale, that is set in a romantic version of 1920s Seville and centered on a female bullfighter.;10.622;/fxniOWnVgpJLAOBwXEsIpZs01uN.jpg;7.3;195.0;127864.0;100272.0;Snow White (Blancanieves);2012;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;127864.0;Maribel Verdú;Macarena García;Daniel Giménez Cacho;Ángela Molina;Inma Cuesta;Pablo Berger
Lisbon, Portugal, 2010. Pilar, a pious woman devoted to social causes, maintains a peculiar relationship with her neighbor Aurora, a temperamental old woman obsessed with gambling who lives tormented by a mysterious past.;5.425;/y8UypeZK8Q3XvwRpv959553lsxX.jpg;7.016;128.0;93858.0;100277.0;Tabu;2012;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93858.0;Teresa Madruga;Laura Soveral;Ana Moreira;Carloto Cotta;Isabel Muñoz Cardoso;Miguel Gomes
In an alternate universe where twinned worlds have opposite gravities, a young man battles interplanetary prejudice and the laws of physics in his quest to reunite with the long-lost girl of his dreams in this visually stunning romantic adventure that poses the question: what if love was stronger than gravity?;16.114;/2Td1nknvCcpc03EtgKULNH2PEjI.jpg;6.241;2230.0;58244.0;100302.0;Upside Down;2012;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58244.0;Kirsten Dunst;Jim Sturgess;Timothy Spall;James Kidnie;Holly Uloth;Juan Diego Solanas
When 19-year-old Adam agrees to do a day's driving for his mum's gangster boyfriend Peter, it takes him on a 24-hour journey into a nightmarish world of murder, sex trafficking and revenge, in the company of aging hit man Roy.;7.364;/4TdsXzigS6xYYO9Qn8oOQrZqX1M.jpg;5.7;163.0;162145.0;100304.0;Liability, The;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;162145.0;Tim Roth;Jack O'Connell;Talulah Riley;Kierston Wareing;Peter Mullan;Craig Viveiros
When three redneck brothers agree to help a woman save her son from an abusive father, they become targets on the run from an odd cast of characters.;21.335;/ArxgEEEPapabVJ4Faw1nq5zP4Jm.jpg;6.054;252.0;81446.0;100322.0;Baytown Outlaws, The;2012;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81446.0;Clayne Crawford;Travis Fimmel;Daniel Cudmore;Thomas Brodie-Sangster;Andre Braugher;Barry Battles
After serving 28 years in prison for accidentally killing the son of a crime boss, newly paroled gangster Val reunites with his former partners in crime, Doc and Hirsch, for a night on the town. As the three men revisit old haunts, reflect on their glory days and try to make up for lost time, one wrestles with a terrible quandary: Doc has orders to kill Val, and time is running out for him to figure out a way out of his dilemma.;11.226;/mbyYGpLCqeBxM3WrFar5h9winZN.jpg;6.001;775.0;121824.0;100326.0;Stand Up Guys;2012;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;121824.0;Christopher Walken;Al Pacino;Alan Arkin;Julianna Margulies;Addison Timlin;Fisher Stevens
Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future.;6.215;/8dQmrGk0WRPiCwiiGdIxnY5s8Pc.jpg;7.3;151.0;45316.0;100336.0;Udaan;2010;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45316.0;Ronit Roy;Rajat Barmecha;Aayan Boradia;Ram Kapoor;Manjot Singh;Vikramaditya Motwane
In 1988, Chilean military dictator Augusto Pinochet, due to international pressure, is forced to call a plebiscite on his presidency. The country will vote ‘Yes’ or ‘No’ to Pinochet extending his rule for another eight years. Opposition leaders for the ‘No’ vote persuade a brash young advertising executive, René Saavedra, to spearhead their campaign. Against all odds, with scant resources and while under scrutiny by the despot’s minions, Saavedra and his team devise an audacious plan to win the election and set Chile free.;7.629;/Aqp4PH27zI4Uqqag41y2gXwmXma.jpg;7.192;360.0;110398.0;100344.0;No;2012;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110398.0;Gael García Bernal;Alfredo Castro;Néstor Cantillana;Luis Gnecco;Antonia Zegers;Pablo Larraín
A young family moves into a historic home in Georgia, only to learn they are not the house's only inhabitants. Soon they find themselves in the presence of a secret rising from underground and threatening to bring down anyone in its path.;26.807;/af6YNKYQsX76RSNHh3X4k2OcoQC.jpg;5.8;434.0;150202.0;100359.0;Haunting in Connecticut 2: Ghosts of Georgia, The;2013;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150202.0;Chad Michael Murray;Katee Sackhoff;Abigail Spencer;Cicely Tyson;Emily Alyn Lind;Tom Elkins
A woman turns to prescription medication as a way of handling her anxiety concerning her husband's upcoming release from prison.;20.285;/dk10bwGyj8aRdOTl3EkgATEefh2.jpg;6.582;2688.0;109421.0;100383.0;Side Effects;2013;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;109421.0;Rooney Mara;Jude Law;Catherine Zeta-Jones;Channing Tatum;Vinessa Shaw;Steven Soderbergh
When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.;25.363;/lIliJCGoWT6tEVaDivLpXEf038w.jpg;5.837;2992.0;109431.0;100390.0;Identity Thief;2013;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;109431.0;Jason Bateman;Melissa McCarthy;Amanda Peet;Génesis Rodríguez;T.I.;Seth Gordon
An ambitious anthology film featuring segments directed by over two dozen of the world's leading talents in contemporary genre film. Inspired by children's educational ABC books, the film comprises 26 individual chapters, each helmed by a different director assigned a letter of the alphabet. The directors were then given free reign in choosing a word to create a story involving death.;11.778;/dBSEA6P2bq7apsmORxV0a54puhL.jpg;4.997;483.0;87436.0;100397.0;ABCs of Death, The;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;87436.0;Ingrid Bolsø Berdal;Erik Audé;Iván González;Kyra Zagorsky;Dallas Malloy;Xavier Gens
The film follows Sanna, who sets out to document the countless ways there are to ruin a marriage for her doctoral thesis.;1.066;/4ybdYkcZpHT6U5QQkOJSUFWS98G.jpg;5.775;20.0;178806.0;100401.0;21 tapaa pilata avioliitto;2013;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;178806.0;Armi Toivanen;Essi Hellén;Aku Hirviniemi;Riku Nieminen;Pamela Tola;Johanna Vuoksenmaa
In the early to mid '90s, when the South African system of apartheid was in its death throes, four photographers - Greg Marinovich, Kevin Carter, Ken Oosterbroek and João Silva - bonded by their friendship and a sense of purpose, worked together to chronicle the violence and upheaval leading up to the 1994 election of Nelson Mandela as president. Their work is risky and dangerous, potentially fatally so, as they thrust themselves into the middle of chaotic clashes between forces backed by the government (including Inkatha Zulu warriors) and those in support of Mandela's African National Congress.;8.091;/xyBDhcgxyffS7uomHDLIuvNwvd9.jpg;6.661;140.0;60011.0;100426.0;Bang Bang Club, The;2010;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60011.0;Malin Åkerman;Ryan Phillippe;Taylor Kitsch;Frank Rautenbach;Neels Van Jaarsveld;Steven Silver
In an unprecedented and candid series of interviews, six former heads of the Shin Bet — Israel's intelligence and security agency — speak about their role in Israel's decades-long counterterrorism campaign, discussing their controversial methods and whether the ends ultimately justify the means. (TIFF);5.153;/y7B7Ko7ZEXKcBLkO8HiGFAxAKjA.jpg;7.0;80.0;127918.0;100436.0;Gatekeepers, The;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;127918.0;Ami Ayalon;Avraham Shalom;Yaakov Peri;Carmi Gillon;Avi Dichter;Dror Moreh
"Charles Swan III, a successful graphic designer, has it all: fame, money and devilish charm that have provided him with a seemingly perfect life. But when a perplexing beauty named Ivana suddenly ends their relationship, Charles is left heartbroken. With the support of his loyal intimates - Kirby, Saul, and his sister, Izzy – Charles begins a delirious journey of self-reflection to try and come to terms with a life without Ivana. ""A Glimpse Inside the Mind of Charles Swan III"" is an unconventional melodrama told in a bold and playful style.";6.013;/bFI9LR2Bw0R57aobRLiN08rWtpn.jpg;4.3;75.0;124461.0;100438.0;Glimpse Inside the Mind of Charles Swan III, A;2012;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;124461.0;Charlie Sheen;Jason Schwartzman;Bill Murray;Katheryn Winnick;Patricia Arquette;Roman Coppola
Lore leads her four younger siblings across a war-torn Germany in 1945. Amidst the chaos she encounters a mysterious refugee who shatters her fragile reality with hatred and desire.;7.44;/aHoKFpj0dCYlRyGQTBoVk4wpInh.jpg;6.904;239.0;121835.0;100440.0;Lore;2012;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;121835.0;Saskia Rosendahl;Kai-Peter Malina;Nele Trebs;Ursina Lardi;Hans-Jochen Wagner;Cate Shortland
Seven policemen, seven deadly sins, a murder case, secrets and the filth of everyday police work: Traffic Department transports the viewer into the darkest Warsaw streets.;3.012;/eNULbWYSYVqAISvJJmcCbb7uQGn.jpg;6.585;59.0;167179.0;100442.0;Drogówka;2013;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;167179.0;Bartłomiej Topa;Arkadiusz Jakubik;Julia Kijowska;Robert Wabich;Eryk Lubos;Wojciech Smarzowski
"Bill O'Reilly, Jon Stewart, 2 podiums,1 air-conditioned auditorium... In ""O'Reilly vs. Stewart 2012: The Rumble in the Air-Conditioned Auditorium,"" O'Reilly &amp; Stewart take an entertaining and comedic approach to today's pressing political issues, in an attempt to find the best direction for America. The debate, which was streamed live online, was recorded on Saturday, October 6th, 2012, at the Lisner Auditorium at The George Washington University, in Washington, D.C.  The proceeds from the sale of the debate go to multiple charities picked by both O'Reilly &amp; Stewart, including the Fisher House Foundation, Doctors Without Borders, and the USO.";0.849;;6.9;6.0;136553.0;100444.0;Rumble in the Air-Conditioned Auditorium: O'Reilly vs. Stewart 2012, The;2012;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;136553.0;Jon Stewart;Bill O'Reilly;E.D. Hill;no actors;no actors;Chuck O'Neil
Asian Hawk leads a mercenary team to recover several lost artifacts from the Old Summer Palace, the bronze heads of the 12 Chinese Zodiac animals which were sacked by the French and British armies from the imperial Summer Palace in Beijing in 1860. Assisted by a Chinese student & a Parisian lady, Hawk stops at nothing to accomplish the mission.;43.2;/1hTpptSqKEAXnLVDPoLL1tyFojd.jpg;6.134;675.0;98567.0;100469.0;Chinese Zodiac (Armour of God III) (CZ12);2012;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;98567.0;Jackie Chan;Anna Yao;Kwon Sang-woo;Zhang Lanxin;Liao Fan;Jackie Chan
Arthur is a grumpy pensioner who can't understand why his wife Marion would want to embarrass herself singing silly songs with her unconventional local choir. But choir director Elizabeth sees something special in the reluctant Arthur and refuses to give up on him. As she coaxes him out of his shell, Arthur realizes that it is never too late to change.;9.861;/uAXWILGp3KPw0uBLc9uBFiK2X3z.jpg;6.85;127.0;127370.0;100485.0;Unfinished Song (Song for Marion);2012;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;127370.0;Terence Stamp;Vanessa Redgrave;Gemma Arterton;Christopher Eccleston;Anne Reid;Paul Andrew Williams
Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.;18.767;/t7PWQHpJHb2ozALCfaPaC5aHxBs.jpg;5.983;2604.0;109491.0;100487.0;Beautiful Creatures;2013;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;109491.0;Alden Ehrenreich;Alice Englert;Jeremy Irons;Viola Davis;Emmy Rossum;Richard LaGravenese
Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.;50.144;/qJ0csDXAVFMsNn0cRcjy6W6PxAK.jpg;5.296;5675.0;47964.0;100498.0;Good Day to Die Hard, A;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;47964.0;Bruce Willis;Jai Courtney;Sebastian Koch;Yuliya Snigir;Cole Hauser;John Moore
